41,0,1138.521718,1.031853282,2543.869208,2.85472973,13.83252896,1082.398166,1802.819981,1970.775579,0,10,3,6,3,2,1,0,7,2,2,0,1,0,1,7
3,1,2385.808994,1.026714159,2380.361977,2.606856634,12.45325022,1741.747551,2125.235975,1980.089492,0,5,3,6,2,2,1,0,4,-2,1,-2,1,1,2,3
5,1,1644.843648,1.040716612,3423.630293,2.519543974,11.62214984,1529.532573,2080.651466,1978.496743,0,6,3,2,2,0,2,0,1,-2,3,-2,2,0,-2,2
41,0,1138.521718,1.031853282,2543.869208,2.85472973,13.83252896,1082.398166,1802.819981,1970.775579,0,10,4,5,2,2,1,-2,1,-2,0,-2,-2,0,-2,4
3,0,2385.808994,1.026714159,2380.361977,2.606856634,12.45325022,1741.747551,2125.235975,1980.089492,0,5,4,6,2,2,1,0,1,1,2,0,1,1,3,3
5,0,1138.521718,1.031853282,2543.869208,2.85472973,13.83252896,1082.398166,1802.819981,1970.775579,-2,10,3,2,5,0,2,-2,1,-2,1,-2,1,0,1,4
5,0,736.1920181,1.013554217,5476.890813,2.736445783,13.6001506,1316.740211,2175.848645,1958.126506,-2,2,1,4,5,0,2,1,1,2,3,-2,2,0,-2,1
41,1,2784.213821,1.055284553,2047.634959,2.762601626,12.21382114,1720.320325,1873.419512,1977.089431,1,7,4,5,2,2,1,0,1,-2,2,0,1,1,2,2
2,0,2385.808994,1.026714159,2380.361977,2.606856634,12.45325022,1741.747551,2125.235975,1980.089492,0,5,4,5,2,2,1,0,1,1,2,1,1,0,3,1
42,0,2385.808994,1.026714159,2380.361977,2.606856634,12.45325022,1741.747551,2125.235975,1980.089492,-2,5,3,3,5,0,1,0,1,1,2,0,1,0,3,3
5,1,1138.521718,1.031853282,2543.869208,2.85472973,13.83252896,1082.398166,1802.819981,1970.775579,1,10,2,1,2,1,2,0,1,3,0,-2,-2,0,-2,2
41,1,1644.843648,1.040716612,3423.630293,2.519543974,11.62214984,1529.532573,2080.651466,1978.496743,0,6,4,3,2,2,1,0,1,-2,2,0,1,0,3,1
-2,0,1138.521718,1.031853282,2543.869208,2.85472973,13.83252896,1082.398166,1802.819981,1970.775579,0,10,4,4,2,1,2,-2,4,-2,0,-2,-2,0,-2,1
3,1,538.3573034,1.049438202,6316.217978,2.71011236,13.69213483,876.0202247,2390.829213,1978.164045,0,8,3,2,2,2,1,0,1,1,0,1,-2,0,-2,2
3,1,1138.521718,1.031853282,2543.869208,2.85472973,13.83252896,1082.398166,1802.819981,1970.775579,0,10,4,2,2,2,1,0,6,1,0,-2,-2,0,-2,4
42,1,1138.521718,1.031853282,2543.869208,2.85472973,13.83252896,1082.398166,1802.819981,1970.775579,0,10,4,3,3,1,2,0,2,-2,0,-2,-2,0,-2,4
3,1,2385.808994,1.026714159,2380.361977,2.606856634,12.45325022,1741.747551,2125.235975,1980.089492,-2,5,2,2,1,0,1,0,2,-2,1,-2,1,1,3,3
42,1,850.0968695,1.039574719,6161.639693,2.500295334,12.93325458,1124.771412,2589.627289,1970.367395,0,4,4,7,2,2,1,0,1,-2,1,-2,1,0,3,2
2,1,2385.808994,1.026714159,2380.361977,2.606856634,12.45325022,1741.747551,2125.235975,1980.089492,0,5,4,4,2,1,1,0,1,-2,2,1,1,0,3,3
41,0,2784.213821,1.055284553,2047.634959,2.762601626,12.21382114,1720.320325,1873.419512,1977.089431,0,7,3,4,2,1,1,0,1,-2,1,-2,1,0,3,1
2,1,2385.808994,1.026714159,2380.361977,2.606856634,12.45325022,1741.747551,2125.235975,1980.089492,1,5,3,7,2,2,1,0,1,-2,1,-2,1,0,1,2
5,0,562.553913,1.009565217,6468.218261,2.610434783,12.53304348,1128.563478,2483.191304,1963.445217,0,3,1,3,2,1,1,0,2,1,1,-2,1,0,2,3
3,1,2784.213821,1.055284553,2047.634959,2.762601626,12.21382114,1720.320325,1873.419512,1977.089431,0,7,4,5,2,0,1,0,1,1,2,0,1,0,3,1
42,0,562.553913,1.009565217,6468.218261,2.610434783,12.53304348,1128.563478,2483.191304,1963.445217,1,3,4,2,2,2,1,0,1,2,1,-2,1,0,3,1
42,1,2385.808994,1.026714159,2380.361977,2.606856634,12.45325022,1741.747551,2125.235975,1980.089492,0,5,4,5,2,2,1,0,1,-2,2,1,1,0,3,3
3,1,3288.152589,1.046321526,2085.629428,2.730245232,13.15531335,1499.822888,1997.656676,1985.52861,0,9,4,8,2,2,1,1,4,2,2,1,1,0,3,4
5,0,736.1920181,1.013554217,5476.890813,2.736445783,13.6001506,1316.740211,2175.848645,1958.126506,0,2,3,3,2,2,1,0,1,-2,3,-2,2,0,-2,3
5,1,736.1920181,1.013554217,5476.890813,2.736445783,13.6001506,1316.740211,2175.848645,1958.126506,-2,2,1,2,5,0,2,1,1,1,3,-2,2,0,-2,1
5,0,469.249467,1.030916844,6484.846482,2.576759062,14.21002132,1314.288913,2378.993603,1957.189765,-2,1,3,3,5,1,2,1,2,-2,0,-2,-2,0,-2,1
3,1,538.3573034,1.049438202,6316.217978,2.71011236,13.69213483,876.0202247,2390.829213,1978.164045,0,8,3,6,2,2,1,0,1,1,2,0,1,0,2,1
5,0,2784.213821,1.055284553,2047.634959,2.762601626,12.21382114,1720.320325,1873.419512,1977.089431,0,7,4,3,2,0,2,0,2,-2,1,-2,1,0,3,1
41,1,1138.521718,1.031853282,2543.869208,2.85472973,13.83252896,1082.398166,1802.819981,1970.775579,-2,10,3,3,5,0,2,0,1,-2,0,-2,-2,0,-2,4
41,1,850.0968695,1.039574719,6161.639693,2.500295334,12.93325458,1124.771412,2589.627289,1970.367395,0,4,4,3,2,1,1,0,1,1,2,1,1,0,3,3
3,0,2784.213821,1.055284553,2047.634959,2.762601626,12.21382114,1720.320325,1873.419512,1977.089431,0,7,4,5,2,2,1,0,1,-2,2,1,1,0,3,1
-2,0,1138.521718,1.031853282,2543.869208,2.85472973,13.83252896,1082.398166,1802.819981,1970.775579,0,10,4,2,2,0,1,-2,2,-2,0,-2,-2,0,-2,4
5,1,736.1920181,1.013554217,5476.890813,2.736445783,13.6001506,1316.740211,2175.848645,1958.126506,0,2,4,1,4,0,1,1,1,-2,3,-2,2,0,-2,1
3,1,3288.152589,1.046321526,2085.629428,2.730245232,13.15531335,1499.822888,1997.656676,1985.52861,0,9,4,5,2,1,1,0,4,3,2,1,1,1,3,4
2,0,736.1920181,1.013554217,5476.890813,2.736445783,13.6001506,1316.740211,2175.848645,1958.126506,-2,2,4,5,1,1,1,0,1,2,3,-2,2,1,-2,3
3,0,1138.521718,1.031853282,2543.869208,2.85472973,13.83252896,1082.398166,1802.819981,1970.775579,-2,10,4,3,5,1,2,0,2,-2,3,-2,2,0,-2,4
2,1,2385.808994,1.026714159,2380.361977,2.606856634,12.45325022,1741.747551,2125.235975,1980.089492,0,5,4,5,2,2,1,0,1,1,2,0,1,1,3,3
3,0,2385.808994,1.026714159,2380.361977,2.606856634,12.45325022,1741.747551,2125.235975,1980.089492,0,5,4,5,2,2,1,0,2,2,2,0,1,1,1,3
2,0,1644.843648,1.040716612,3423.630293,2.519543974,11.62214984,1529.532573,2080.651466,1978.496743,1,6,3,4,2,1,1,0,1,-2,1,-2,1,0,3,3
3,1,2385.808994,1.026714159,2380.361977,2.606856634,12.45325022,1741.747551,2125.235975,1980.089492,0,5,1,3,3,2,1,0,1,-2,0,-2,-2,0,-2,3
41,1,850.0968695,1.039574719,6161.639693,2.500295334,12.93325458,1124.771412,2589.627289,1970.367395,0,4,4,3,2,1,1,0,1,1,1,-2,1,0,3,3
3,1,1138.521718,1.031853282,2543.869208,2.85472973,13.83252896,1082.398166,1802.819981,1970.775579,1,10,4,3,2,1,2,0,7,-2,1,-2,1,0,3,4
42,0,562.553913,1.009565217,6468.218261,2.610434783,12.53304348,1128.563478,2483.191304,1963.445217,0,3,3,6,2,2,1,0,2,-2,3,-2,1,0,1,9
3,1,850.0968695,1.039574719,6161.639693,2.500295334,12.93325458,1124.771412,2589.627289,1970.367395,0,4,4,5,2,1,1,0,1,-2,1,-2,1,0,3,3
3,0,850.0968695,1.039574719,6161.639693,2.500295334,12.93325458,1124.771412,2589.627289,1970.367395,-2,4,3,6,5,1,2,0,1,-2,1,-2,1,0,2,1
42,1,1138.521718,1.031853282,2543.869208,2.85472973,13.83252896,1082.398166,1802.819981,1970.775579,1,10,3,2,2,1,1,0,1,-2,2,1,1,0,1,3
5,0,562.553913,1.009565217,6468.218261,2.610434783,12.53304348,1128.563478,2483.191304,1963.445217,0,3,4,5,2,2,1,0,1,1,3,1,2,0,-2,3
1,1,1138.521718,1.031853282,2543.869208,2.85472973,13.83252896,1082.398166,1802.819981,1970.775579,1,10,4,6,2,1,1,0,1,1,1,-2,1,0,2,4
5,1,562.553913,1.009565217,6468.218261,2.610434783,12.53304348,1128.563478,2483.191304,1963.445217,-2,3,2,2,5,1,2,0,1,-2,3,-2,2,0,-2,1
3,0,1138.521718,1.031853282,2543.869208,2.85472973,13.83252896,1082.398166,1802.819981,1970.775579,1,10,4,2,2,1,1,0,4,-2,2,0,1,0,2,4
5,1,2385.808994,1.026714159,2380.361977,2.606856634,12.45325022,1741.747551,2125.235975,1980.089492,-2,5,1,2,1,1,1,0,1,1,1,-2,1,0,2,3
2,0,2385.808994,1.026714159,2380.361977,2.606856634,12.45325022,1741.747551,2125.235975,1980.089492,0,5,2,5,2,1,1,0,2,-2,2,1,1,1,3,3
5,1,1644.843648,1.040716612,3423.630293,2.519543974,11.62214984,1529.532573,2080.651466,1978.496743,0,6,4,2,2,1,1,0,1,-2,1,-2,1,1,2,1
5,1,2385.808994,1.026714159,2380.361977,2.606856634,12.45325022,1741.747551,2125.235975,1980.089492,1,5,4,4,2,2,1,0,1,-2,2,0,1,0,3,3
41,1,850.0968695,1.039574719,6161.639693,2.500295334,12.93325458,1124.771412,2589.627289,1970.367395,0,4,4,1,2,2,1,0,1,-2,2,1,1,0,3,1
41,0,538.3573034,1.049438202,6316.217978,2.71011236,13.69213483,876.0202247,2390.829213,1978.164045,0,8,4,3,2,2,1,0,1,1,0,0,-2,0,-2,5
1,0,736.1920181,1.013554217,5476.890813,2.736445783,13.6001506,1316.740211,2175.848645,1958.126506,0,2,3,8,2,2,1,0,1,2,2,1,1,0,2,4
42,1,3288.152589,1.046321526,2085.629428,2.730245232,13.15531335,1499.822888,1997.656676,1985.52861,1,9,4,0,2,1,1,0,6,3,0,1,-2,0,-2,1
41,1,1138.521718,1.031853282,2543.869208,2.85472973,13.83252896,1082.398166,1802.819981,1970.775579,1,10,3,5,2,2,1,0,1,-2,2,0,1,0,1,4
5,1,562.553913,1.009565217,6468.218261,2.610434783,12.53304348,1128.563478,2483.191304,1963.445217,-2,3,4,2,1,0,1,0,1,-2,1,-2,1,1,1,3
3,1,850.0968695,1.039574719,6161.639693,2.500295334,12.93325458,1124.771412,2589.627289,1970.367395,0,4,4,2,2,2,1,0,1,2,2,1,1,0,3,1
2,1,562.553913,1.009565217,6468.218261,2.610434783,12.53304348,1128.563478,2483.191304,1963.445217,0,3,1,2,2,0,2,0,2,-2,0,-2,-2,0,-2,3
42,0,2385.808994,1.026714159,2380.361977,2.606856634,12.45325022,1741.747551,2125.235975,1980.089492,0,5,4,6,2,2,1,0,1,-2,2,0,1,0,3,7
41,1,850.0968695,1.039574719,6161.639693,2.500295334,12.93325458,1124.771412,2589.627289,1970.367395,0,4,3,2,2,1,1,0,1,1,2,0,1,0,2,3
3,1,2385.808994,1.026714159,2380.361977,2.606856634,12.45325022,1741.747551,2125.235975,1980.089492,0,5,3,5,2,2,1,0,1,-2,2,0,1,0,2,7
2,1,736.1920181,1.013554217,5476.890813,2.736445783,13.6001506,1316.740211,2175.848645,1958.126506,0,2,3,5,2,2,1,0,2,-2,2,1,1,0,2,3
5,1,850.0968695,1.039574719,6161.639693,2.500295334,12.93325458,1124.771412,2589.627289,1970.367395,0,4,3,4,4,0,2,0,1,-2,2,1,1,1,2,1
5,1,736.1920181,1.013554217,5476.890813,2.736445783,13.6001506,1316.740211,2175.848645,1958.126506,0,2,2,2,2,2,1,0,1,2,1,-2,3,1,1,2
5,0,850.0968695,1.039574719,6161.639693,2.500295334,12.93325458,1124.771412,2589.627289,1970.367395,0,4,4,5,2,2,1,0,1,2,0,-2,-2,1,-2,3
2,0,2784.213821,1.055284553,2047.634959,2.762601626,12.21382114,1720.320325,1873.419512,1977.089431,0,7,3,6,2,2,1,0,1,-2,2,1,1,0,3,3
5,1,1138.521718,1.031853282,2543.869208,2.85472973,13.83252896,1082.398166,1802.819981,1970.775579,0,10,2,3,2,0,1,0,1,3,2,0,3,0,1,4
5,0,736.1920181,1.013554217,5476.890813,2.736445783,13.6001506,1316.740211,2175.848645,1958.126506,0,2,3,2,4,1,1,0,1,-2,3,-2,2,0,-2,3
2,0,469.249467,1.030916844,6484.846482,2.576759062,14.21002132,1314.288913,2378.993603,1957.189765,-2,1,4,5,5,2,1,1,1,-2,1,0,1,0,1,1
-2,1,1138.521718,1.031853282,2543.869208,2.85472973,13.83252896,1082.398166,1802.819981,1970.775579,-2,10,4,2,5,0,2,-2,7,-2,0,-2,-2,0,-2,4
1,0,736.1920181,1.013554217,5476.890813,2.736445783,13.6001506,1316.740211,2175.848645,1958.126506,0,2,1,2,2,1,2,0,1,1,0,-2,-2,0,-2,4
1,0,2385.808994,1.026714159,2380.361977,2.606856634,12.45325022,1741.747551,2125.235975,1980.089492,-2,5,2,2,1,1,2,0,1,2,0,-2,-2,0,-2,3
2,1,1644.843648,1.040716612,3423.630293,2.519543974,11.62214984,1529.532573,2080.651466,1978.496743,1,6,4,2,2,0,1,0,1,-2,1,-2,1,1,3,1
41,0,850.0968695,1.039574719,6161.639693,2.500295334,12.93325458,1124.771412,2589.627289,1970.367395,0,4,4,2,3,1,1,0,1,-2,1,-2,1,1,2,3
5,0,850.0968695,1.039574719,6161.639693,2.500295334,12.93325458,1124.771412,2589.627289,1970.367395,0,4,4,1,2,0,1,0,1,1,2,-2,1,0,3,3
5,1,736.1920181,1.013554217,5476.890813,2.736445783,13.6001506,1316.740211,2175.848645,1958.126506,0,2,3,2,4,0,2,1,1,-2,3,-2,2,0,-2,1
2,1,469.249467,1.030916844,6484.846482,2.576759062,14.21002132,1314.288913,2378.993603,1957.189765,0,1,2,3,2,1,2,0,1,-2,0,0,-2,0,-2,2
2,1,2385.808994,1.026714159,2380.361977,2.606856634,12.45325022,1741.747551,2125.235975,1980.089492,-2,5,4,2,1,1,1,0,1,-2,3,-2,2,0,-2,3
1,0,2385.808994,1.026714159,2380.361977,2.606856634,12.45325022,1741.747551,2125.235975,1980.089492,0,5,4,4,2,2,1,0,1,1,1,-2,1,0,3,1
5,0,562.553913,1.009565217,6468.218261,2.610434783,12.53304348,1128.563478,2483.191304,1963.445217,1,3,4,5,2,2,1,0,1,-2,3,-2,1,0,1,2
41,1,1138.521718,1.031853282,2543.869208,2.85472973,13.83252896,1082.398166,1802.819981,1970.775579,1,10,3,3,2,0,1,0,1,1,0,0,-2,0,-2,2
3,1,562.553913,1.009565217,6468.218261,2.610434783,12.53304348,1128.563478,2483.191304,1963.445217,0,3,4,4,4,1,1,0,2,-2,3,-2,2,0,-2,1
5,1,469.249467,1.030916844,6484.846482,2.576759062,14.21002132,1314.288913,2378.993603,1957.189765,1,1,4,4,2,1,1,0,1,1,3,-2,2,0,-2,3
3,0,1138.521718,1.031853282,2543.869208,2.85472973,13.83252896,1082.398166,1802.819981,1970.775579,0,10,1,6,3,2,2,0,4,3,0,-2,-2,0,-2,4
2,1,2784.213821,1.055284553,2047.634959,2.762601626,12.21382114,1720.320325,1873.419512,1977.089431,0,7,3,2,2,0,2,0,2,-2,2,0,1,1,3,1
5,1,1138.521718,1.031853282,2543.869208,2.85472973,13.83252896,1082.398166,1802.819981,1970.775579,1,10,3,2,2,1,2,0,1,2,3,0,2,0,-2,3
5,1,1138.521718,1.031853282,2543.869208,2.85472973,13.83252896,1082.398166,1802.819981,1970.775579,-2,10,4,2,1,2,1,0,1,-2,3,-2,1,0,2,3
41,1,1138.521718,1.031853282,2543.869208,2.85472973,13.83252896,1082.398166,1802.819981,1970.775579,0,10,3,2,2,0,1,0,1,1,0,-2,-2,0,-2,2
3,0,562.553913,1.009565217,6468.218261,2.610434783,12.53304348,1128.563478,2483.191304,1963.445217,1,3,3,2,2,0,2,0,1,1,0,-2,-2,0,-2,2
5,1,1138.521718,1.031853282,2543.869208,2.85472973,13.83252896,1082.398166,1802.819981,1970.775579,1,10,3,4,2,2,1,0,5,2,3,-2,2,0,-2,2
41,0,538.3573034,1.049438202,6316.217978,2.71011236,13.69213483,876.0202247,2390.829213,1978.164045,-2,8,1,3,5,0,2,0,1,-2,3,1,2,0,-2,1
41,1,2385.808994,1.026714159,2380.361977,2.606856634,12.45325022,1741.747551,2125.235975,1980.089492,1,5,4,3,2,2,1,0,7,1,3,-2,2,1,-2,2
2,0,469.249467,1.030916844,6484.846482,2.576759062,14.21002132,1314.288913,2378.993603,1957.189765,0,1,4,4,2,2,1,0,1,-2,0,1,-2,1,-2,2
41,0,2385.808994,1.026714159,2380.361977,2.606856634,12.45325022,1741.747551,2125.235975,1980.089492,0,5,4,3,2,2,1,0,1,-2,2,0,1,0,2,7
41,0,850.0968695,1.039574719,6161.639693,2.500295334,12.93325458,1124.771412,2589.627289,1970.367395,0,4,4,2,2,2,1,0,1,1,0,0,-2,1,-2,2
2,1,562.553913,1.009565217,6468.218261,2.610434783,12.53304348,1128.563478,2483.191304,1963.445217,0,3,3,3,2,1,1,0,1,1,2,1,1,0,2,3
41,1,2385.808994,1.026714159,2380.361977,2.606856634,12.45325022,1741.747551,2125.235975,1980.089492,0,5,4,3,2,0,1,0,2,1,2,0,1,0,3,3
3,1,2385.808994,1.026714159,2380.361977,2.606856634,12.45325022,1741.747551,2125.235975,1980.089492,0,5,4,2,2,2,2,0,1,3,2,1,1,0,2,7
5,1,2784.213821,1.055284553,2047.634959,2.762601626,12.21382114,1720.320325,1873.419512,1977.089431,0,7,1,2,2,1,2,0,1,-2,3,-2,1,0,3,7
2,1,3288.152589,1.046321526,2085.629428,2.730245232,13.15531335,1499.822888,1997.656676,1985.52861,0,9,4,3,4,0,2,0,1,1,2,0,1,0,3,4
5,1,850.0968695,1.039574719,6161.639693,2.500295334,12.93325458,1124.771412,2589.627289,1970.367395,0,4,3,2,2,1,1,0,1,-2,1,-2,1,0,2,3
5,0,2385.808994,1.026714159,2380.361977,2.606856634,12.45325022,1741.747551,2125.235975,1980.089492,0,5,3,5,3,1,2,0,1,-2,1,-2,1,0,1,1
1,0,3288.152589,1.046321526,2085.629428,2.730245232,13.15531335,1499.822888,1997.656676,1985.52861,0,9,4,6,2,2,1,0,2,1,3,-2,1,0,2,4
41,1,2385.808994,1.026714159,2380.361977,2.606856634,12.45325022,1741.747551,2125.235975,1980.089492,1,5,3,6,2,2,1,0,1,1,2,0,1,1,3,1
5,1,2784.213821,1.055284553,2047.634959,2.762601626,12.21382114,1720.320325,1873.419512,1977.089431,1,7,3,2,2,0,1,0,1,1,2,0,1,1,3,6
1,1,2784.213821,1.055284553,2047.634959,2.762601626,12.21382114,1720.320325,1873.419512,1977.089431,0,7,4,8,2,2,1,0,1,-2,2,0,1,0,3,1
3,0,2784.213821,1.055284553,2047.634959,2.762601626,12.21382114,1720.320325,1873.419512,1977.089431,0,7,1,2,4,1,2,0,2,3,3,-2,2,0,-2,1
3,0,850.0968695,1.039574719,6161.639693,2.500295334,12.93325458,1124.771412,2589.627289,1970.367395,0,4,4,6,2,2,1,0,1,1,2,0,1,0,1,5
5,0,1138.521718,1.031853282,2543.869208,2.85472973,13.83252896,1082.398166,1802.819981,1970.775579,-2,10,4,3,5,0,2,0,2,-2,3,-2,2,0,-2,4
5,0,1138.521718,1.031853282,2543.869208,2.85472973,13.83252896,1082.398166,1802.819981,1970.775579,0,10,4,5,2,0,2,0,1,-2,1,-2,1,1,1,3
5,1,1138.521718,1.031853282,2543.869208,2.85472973,13.83252896,1082.398166,1802.819981,1970.775579,1,10,4,3,2,0,1,0,1,1,2,1,1,0,1,4
5,0,736.1920181,1.013554217,5476.890813,2.736445783,13.6001506,1316.740211,2175.848645,1958.126506,-2,2,2,2,5,1,2,1,1,2,3,-2,2,0,-2,1
2,1,736.1920181,1.013554217,5476.890813,2.736445783,13.6001506,1316.740211,2175.848645,1958.126506,0,2,4,2,2,2,1,0,1,-2,3,-2,2,1,-2,3
41,1,850.0968695,1.039574719,6161.639693,2.500295334,12.93325458,1124.771412,2589.627289,1970.367395,1,4,4,5,2,2,1,0,1,1,1,-2,1,1,3,1
5,1,1138.521718,1.031853282,2543.869208,2.85472973,13.83252896,1082.398166,1802.819981,1970.775579,0,10,4,4,2,2,1,0,1,-2,0,1,-2,0,-2,2
3,0,1138.521718,1.031853282,2543.869208,2.85472973,13.83252896,1082.398166,1802.819981,1970.775579,-2,10,3,5,5,2,2,0,1,1,0,1,-2,0,-2,2
5,1,2385.808994,1.026714159,2380.361977,2.606856634,12.45325022,1741.747551,2125.235975,1980.089492,1,5,4,6,2,2,1,0,1,-2,2,1,1,1,3,3
5,0,1138.521718,1.031853282,2543.869208,2.85472973,13.83252896,1082.398166,1802.819981,1970.775579,0,10,4,6,2,2,1,0,1,-2,2,0,1,0,3,4
5,0,469.249467,1.030916844,6484.846482,2.576759062,14.21002132,1314.288913,2378.993603,1957.189765,0,1,3,2,3,1,1,0,1,-2,2,1,1,0,1,2
2,0,736.1920181,1.013554217,5476.890813,2.736445783,13.6001506,1316.740211,2175.848645,1958.126506,0,2,4,2,4,2,2,1,1,-2,0,-2,-2,0,-2,3
41,0,1138.521718,1.031853282,2543.869208,2.85472973,13.83252896,1082.398166,1802.819981,1970.775579,0,10,4,3,2,2,1,0,6,-2,1,-2,1,0,1,4
3,1,562.553913,1.009565217,6468.218261,2.610434783,12.53304348,1128.563478,2483.191304,1963.445217,0,3,3,2,4,0,1,0,1,1,3,-2,2,0,-2,1
42,1,3288.152589,1.046321526,2085.629428,2.730245232,13.15531335,1499.822888,1997.656676,1985.52861,-2,9,4,3,5,1,2,0,1,-2,1,-2,1,0,3,4
1,0,2784.213821,1.055284553,2047.634959,2.762601626,12.21382114,1720.320325,1873.419512,1977.089431,0,7,3,3,3,1,2,0,1,-2,3,-2,2,0,-2,3
5,0,469.249467,1.030916844,6484.846482,2.576759062,14.21002132,1314.288913,2378.993603,1957.189765,1,1,4,5,2,2,1,0,7,1,3,-2,2,1,-2,2
5,1,736.1920181,1.013554217,5476.890813,2.736445783,13.6001506,1316.740211,2175.848645,1958.126506,0,2,4,4,2,2,1,0,1,1,1,-2,1,0,2,3
5,1,2385.808994,1.026714159,2380.361977,2.606856634,12.45325022,1741.747551,2125.235975,1980.089492,0,5,3,3,3,0,2,0,1,-2,3,-2,2,0,-2,1
5,1,1138.521718,1.031853282,2543.869208,2.85472973,13.83252896,1082.398166,1802.819981,1970.775579,0,10,4,6,2,0,1,0,1,-2,2,0,1,0,2,4
3,1,562.553913,1.009565217,6468.218261,2.610434783,12.53304348,1128.563478,2483.191304,1963.445217,-2,3,4,3,5,0,2,1,2,-2,3,-2,1,0,1,1
5,1,736.1920181,1.013554217,5476.890813,2.736445783,13.6001506,1316.740211,2175.848645,1958.126506,0,2,4,1,2,0,1,1,1,1,3,0,2,0,-2,3
2,1,3288.152589,1.046321526,2085.629428,2.730245232,13.15531335,1499.822888,1997.656676,1985.52861,0,9,4,2,2,0,1,0,1,-2,1,-2,1,0,3,4
42,1,1644.843648,1.040716612,3423.630293,2.519543974,11.62214984,1529.532573,2080.651466,1978.496743,1,6,4,1,2,0,1,0,1,1,3,-2,2,1,-2,2
5,1,469.249467,1.030916844,6484.846482,2.576759062,14.21002132,1314.288913,2378.993603,1957.189765,-2,1,4,1,5,0,2,1,1,-2,3,-2,2,0,-2,1
41,0,2784.213821,1.055284553,2047.634959,2.762601626,12.21382114,1720.320325,1873.419512,1977.089431,0,7,1,5,2,2,1,0,1,-2,2,1,1,0,3,3
3,0,2784.213821,1.055284553,2047.634959,2.762601626,12.21382114,1720.320325,1873.419512,1977.089431,0,7,4,4,2,1,1,0,2,-2,1,-2,1,0,2,1
41,0,2385.808994,1.026714159,2380.361977,2.606856634,12.45325022,1741.747551,2125.235975,1980.089492,0,5,4,3,2,1,1,-2,1,-2,1,-2,1,0,3,2
42,0,2784.213821,1.055284553,2047.634959,2.762601626,12.21382114,1720.320325,1873.419512,1977.089431,0,7,4,2,2,2,1,0,1,1,1,-2,1,0,3,1
41,0,1138.521718,1.031853282,2543.869208,2.85472973,13.83252896,1082.398166,1802.819981,1970.775579,1,10,4,5,2,1,3,0,1,1,2,0,1,0,1,3
41,0,2385.808994,1.026714159,2380.361977,2.606856634,12.45325022,1741.747551,2125.235975,1980.089492,-2,5,4,5,5,2,1,0,1,-2,1,-2,1,0,3,1
3,0,736.1920181,1.013554217,5476.890813,2.736445783,13.6001506,1316.740211,2175.848645,1958.126506,0,2,4,2,2,2,1,0,1,-2,1,-2,1,0,3,1
3,1,736.1920181,1.013554217,5476.890813,2.736445783,13.6001506,1316.740211,2175.848645,1958.126506,-2,2,3,5,5,2,2,0,1,-2,2,0,1,1,1,1
5,1,469.249467,1.030916844,6484.846482,2.576759062,14.21002132,1314.288913,2378.993603,1957.189765,-2,1,3,1,5,0,2,1,1,-2,0,-2,-2,0,-2,1
2,0,2385.808994,1.026714159,2380.361977,2.606856634,12.45325022,1741.747551,2125.235975,1980.089492,0,5,4,3,3,1,1,0,1,1,2,1,1,0,3,3
42,0,736.1920181,1.013554217,5476.890813,2.736445783,13.6001506,1316.740211,2175.848645,1958.126506,0,2,3,2,2,0,1,0,1,1,2,0,1,0,3,1
1,1,736.1920181,1.013554217,5476.890813,2.736445783,13.6001506,1316.740211,2175.848645,1958.126506,0,2,3,3,4,2,2,1,4,-2,0,-2,-2,0,-2,2
3,0,2784.213821,1.055284553,2047.634959,2.762601626,12.21382114,1720.320325,1873.419512,1977.089431,1,7,4,6,2,2,1,0,1,-2,1,-2,1,0,1,3
42,1,2385.808994,1.026714159,2380.361977,2.606856634,12.45325022,1741.747551,2125.235975,1980.089492,0,5,4,6,2,2,1,0,1,-2,1,-2,1,0,1,4
41,0,469.249467,1.030916844,6484.846482,2.576759062,14.21002132,1314.288913,2378.993603,1957.189765,0,1,4,4,2,1,2,0,1,-2,3,-2,2,0,-2,1
3,0,3288.152589,1.046321526,2085.629428,2.730245232,13.15531335,1499.822888,1997.656676,1985.52861,0,9,4,3,4,1,2,0,2,-2,1,-2,1,0,3,4
2,1,2784.213821,1.055284553,2047.634959,2.762601626,12.21382114,1720.320325,1873.419512,1977.089431,0,7,4,2,2,0,1,0,3,-2,1,-2,1,1,1,3
5,0,1138.521718,1.031853282,2543.869208,2.85472973,13.83252896,1082.398166,1802.819981,1970.775579,0,10,4,2,4,1,2,0,1,-2,0,-2,-2,0,-2,4
5,0,1138.521718,1.031853282,2543.869208,2.85472973,13.83252896,1082.398166,1802.819981,1970.775579,1,10,4,8,2,2,1,0,4,1,0,-2,-2,0,-2,2
5,0,2385.808994,1.026714159,2380.361977,2.606856634,12.45325022,1741.747551,2125.235975,1980.089492,0,5,4,4,2,2,1,0,1,-2,1,-2,1,0,1,1
3,1,469.249467,1.030916844,6484.846482,2.576759062,14.21002132,1314.288913,2378.993603,1957.189765,0,1,4,2,2,1,1,0,1,1,3,-2,2,1,-2,3
5,1,850.0968695,1.039574719,6161.639693,2.500295334,12.93325458,1124.771412,2589.627289,1970.367395,0,4,3,3,2,2,1,0,6,2,2,0,1,0,3,2
5,1,2385.808994,1.026714159,2380.361977,2.606856634,12.45325022,1741.747551,2125.235975,1980.089492,1,5,4,4,2,0,2,0,1,-2,3,-2,2,1,-2,3
